"alcohol","density","free.sulfur.dioxide","residual.sugar","volatile.acidity","total.sulfur.dioxide","quality"
11.9,0.99095,40,2.5,0.34,152,1
9.8,0.99382,28,2,0.3,138,0
9.8,0.99382,29,2,0.31,134,0
10.8,0.99299,46,6.9,0.265,150,1
11.3,0.99048,29,1.2,0.255,122,1
12.1,0.99254,13,9.4,0.26,121,1
11.3,0.9902,22,2.9,0.17,111,1
10.8,0.99299,46,6.9,0.265,150,1
13.5,0.99012,21,5.4,0.2,75,1
10.3,0.99293,11,1.3,0.28,126,0
9,1.00022,58,20.8,0.22,184,1
11.6,0.99382,51,10.3,0.34,166,1
10.3,0.99293,11,1.3,0.28,126,0
12.5,0.98954,39,1.6,0.19,116,1
8.6,0.99936,28,13.1,0.21,125,0
13.4,0.9884,34,1.8,0.22,74,1
12.7,0.99144,18,8,0.32,88,0
9.2,0.99324,65,1.6,0.21,120,0
10.2,0.99174,18,1.4,0.26,135,1
9,0.99792,29,14.7,0.15,149,1
9,0.99792,29,14.7,0.15,149,1
9,0.99792,29,14.7,0.15,149,1
9,0.99792,29,14.7,0.15,149,1
9,0.99792,29,14.7,0.15,149,1
9,0.99792,29,14.7,0.15,149,1
9,0.99792,29,14.7,0.15,149,1
11.9,0.99043,45,1.8,0.27,121,0
9,0.99654,67,10.6,0.22,194,1
9,0.99758,47,12.5,0.24,134,0
11,0.99374,40,6.8,0.28,143,1
9,0.99792,29,14.7,0.15,149,1
10,0.99243,10,2.9,0.17,108,0
10.7,0.99216,25,1.4,0.26,184,0
10.7,0.99215,24,1.4,0.27,183,0
13.4,0.98953,29,2.1,0.46,130,1
11,0.99278,47,7.4,0.19,124,1
10,0.99243,10,2.9,0.17,108,0
10.7,0.99216,25,1.4,0.26,184,0
10.7,0.99215,24,1.4,0.27,183,0
11,0.99278,47,7.4,0.19,124,1
11,0.99186,31,5,0.2,101,1
11.1,0.99072,22,2.5,0.17,98,1
10.9,0.99244,10,6.1,0.2,40,0
11.5,0.99084,22,2.7,0.39,80,0
13.4,0.98953,29,2.1,0.46,130,1
9.4,0.99754,59,12.9,0.4,186,0
9.4,0.99754,59,12.9,0.4,186,0
9.4,0.99754,59,12.9,0.4,186,0
10.6,0.99567,53,13.7,0.24,134,1
9.4,0.99754,59,12.9,0.4,186,0
12,0.99094,15,2.4,0.27,143,0
10.2,0.99532,61,9.8,0.27,125,1
10.6,0.99567,53,13.7,0.24,134,1
13.5,0.9874,65,1.3,0.61,100,0
9.7,0.99794,61,12.1,0.42,248,0
12.2,0.99122,41,6.1,0.33,103,1
12.3,0.99226,29,7.7,0.33,135,0
12.2,0.99122,41,6.1,0.33,103,1
11.4,0.99099,38,1.4,0.15,100,1
12.7,0.99134,31,7.7,0.32,97,1
9.7,0.99794,61,12.1,0.42,248,0
10.8,0.99338,31,6.8,0.25,113,1
11,0.9938,23,9.2,0.27,96,1
9.5,0.9955,52,8.3,0.27,196,0
10.1,0.99776,29,17.4,0.25,140,1
13.2,0.98964,11,2.7,0.19,100,1
8.8,0.99808,61.5,12.8,0.29,182,0
9.5,0.99551,54,8.2,0.34,201,0
9.5,0.99548,53,8.1,0.27,202,0
9.5,0.99541,52,8.2,0.26,191,1
9.5,0.9955,52,8.3,0.27,196,0
9.5,0.99536,46,8,0.26,197,0
10.4,0.99524,53,11.8,0.25,133,1
9.9,0.9961,63,12,0.32,170,1
10,0.99224,22,1.7,0.24,113,0
10.1,0.99776,29,17.4,0.25,140,1
9.4,0.99702,33,13.9,0.13,95,1
9.3,0.99657,13,10.7,0.39,91,0
10.9,0.99176,21,2,0.21,138,0
11.4,0.99166,21,2.2,0.3,177,0
10.3,0.99242,7,1.3,0.2,49,0
11,0.99109,20,1.1,0.18,57,1
10.9,0.99176,21,2,0.21,138,0
10.8,0.99278,16,6.4,0.17,111,1
10.3,0.99242,7,1.3,0.2,49,0
11,0.99109,20,1.1,0.18,57,1
9.3,0.99657,13,10.7,0.39,91,0
10.2,0.99358,7,6.4,0.21,113,0
10.2,0.99358,7,6.3,0.21,109,1
10.8,0.99278,16,6.4,0.17,111,1
10.5,0.99705,42,15.1,0.26,162,0
11.1,0.9912,23,2,0.28,156,0
10.9,0.99176,21,2,0.21,138,0
11.4,0.99166,21,2.2,0.3,177,0
10.3,0.99677,31,12.1,0.34,149,0
12.9,0.99172,18,8.8,0.43,106,1
9.9,0.9953,28,8.8,0.41,131,0
11.3,0.99186,43,5.1,0.4,131,1
11.5,0.99188,36,6.8,0.35,120,1
11.5,0.99188,36,6.8,0.35,120,1
10.7,0.99158,34,3.7,0.3,132,0
10.4,0.99522,52,12.2,0.28,139,1
12.5,0.99176,39,5.7,0.33,204,1
9.5,0.99558,48,8.1,0.26,197,0
11.3,0.9911,31,2.5,0.24,104,1
13,0.99016,12,4,0.46,88,1
11.5,0.99188,36,6.8,0.35,120,1
11.5,0.98956,13,1,0.23,99,0
11.3,0.99186,43,5.1,0.4,131,1
13.2,0.99062,24,5.8,0.44,100,1
11.5,0.99274,23,10.6,0.26,111,1
9.6,0.993,30,3.5,0.31,130,0
9.6,0.993,30,3.5,0.31,130,0
9.7,0.9978,45,16.4,0.15,110,1
9.2,0.9946,49,4.8,0.41,142,0
8.4,0.99429,34,3.3,0.31,113,0
12.4,0.99002,41,1.2,0.27,103,1
12.4,0.99002,41,1.2,0.27,103,1
9.2,0.9946,49,4.8,0.41,142,0
8.4,0.99429,34,3.3,0.31,113,0
11.7,0.9909,24,2.5,0.37,84,1
11,0.99294,41,8.7,0.21,191,1
11.9,0.99044,36,1.6,0.26,109,1
13.2,0.98958,46,4,0.34,100,1
11.7,0.9909,24,2.5,0.37,84,1
9.1,0.9986,36,16.2,0.32,176,0
12.6,0.99262,20,9,0.24,109,1
9.1,0.9986,36,16.2,0.32,176,0
10.5,0.99212,23,1.4,0.39,90,1
10.6,0.99628,18,7,0.31,87,0
12.6,0.99262,20,9,0.24,109,1
13.7,0.98913,32,3.1,0.17,123,1
12,0.99021,38,1.5,0.2,93,1
12.5,0.99198,26,4.6,0.32,120,1
12.1,0.99226,40,4.8,0.12,110,1
11.3,0.99159,68,4.6,0.18,137,1
12,0.99021,38,1.5,0.2,93,1
10.3,0.99224,28,2.7,0.17,104,1
12.7,0.99068,47,6.3,0.21,136,1
9.2,0.99587,52,7.2,0.25,207,0
9.2,0.99587,52,7.2,0.25,207,0
9.5,0.99728,108,12.4,0.22,152,1
10.1,0.99364,98,6.6,0.27,175,1
10.1,0.99364,98,6.6,0.27,175,1
13,0.99018,17,4,0.39,98,1
13.1,0.98968,41,4.8,0.31,101,1
11,0.99178,59,1.3,0.23,113,1
9.2,0.99587,52,7.2,0.25,207,0
9.4,0.9961,112,11.1,0.22,177,1
9.5,0.99728,108,12.4,0.22,152,1
10.2,0.99534,74,9.8,0.23,134,1
10.1,0.99364,98,6.6,0.27,175,1
8.6,0.99864,63,13.3,0.36,193,0
9,0.99776,58,11.7,0.37,181,0
9.6,0.99545,50,8,0.26,194,0
9.9,0.99299,45,1.6,0.22,98,1
10.5,0.99665,54,16.55,0.22,135,0
11.4,0.99069,20,1.5,0.28,98,0
9.4,0.99692,58,10.2,0.35,170,0
11.1,0.99324,25,6.6,0.73,65,0
8.9,0.99896,42,17.8,0.28,111,1
8.9,0.99896,42,17.8,0.28,111,1
10.8,0.99226,28,1.5,0.2,129,0
12.2,0.99226,34,7.4,0.33,143,1
8.9,0.99896,42,17.8,0.28,111,1
12.5,0.99076,21,2,0.24,63,1
12.2,0.99226,34,7.4,0.33,143,1
12.5,0.99076,21,2,0.24,63,1
8.9,0.99896,42,17.8,0.28,111,1
10.8,0.9951,43,12.1,0.27,127,1
11.4,0.99234,28,8.2,0.38,98,1
10.8,0.99226,28,1.5,0.2,129,0
10.6,0.99368,47,8.7,0.21,127,0
9.2,0.9937,17,3.5,0.34,63,0
12.2,0.99151,21,6.4,0.435,134,1
12.3,0.99021,17,2.1,0.25,76,1
10.4,0.99479,40,7.7,0.26,179,1
10.4,0.9954,72,12.3,0.24,172,1
11,0.99176,54,1.3,0.23,110,1
10.6,0.99368,47,8.7,0.21,127,0
9.2,0.9937,17,3.5,0.34,63,0
13.5,0.99246,4,1.1,0.65,10,0
11.4,0.9908,12,2.8,0.22,65,1
11.5,0.98994,26,3.5,0.27,69,1
14,0.98746,33,1.9,0.455,106,1
12.5,0.99028,34,3.8,0.33,88,1
12.5,0.99028,34,3.8,0.33,88,1
12.8,0.98867,30,2.4,0.31,83,1
11.2,0.99174,45,4.8,0.39,138,1
11.2,0.99174,45,4.8,0.39,138,1
13.6,0.99021,49,6.2,0.37,139,1
9.2,0.99304,70,1.3,0.23,109,1
12.5,0.99028,34,3.8,0.33,88,1
11.1,0.99154,24,1.5,0.25,105,1
11.2,0.99174,45,4.8,0.39,138,1
14,0.98746,33,1.9,0.455,106,1
13.6,0.99021,49,6.2,0.37,139,1
9.4,0.9956,49,7.9,0.28,206,0
14.2,0.98779,31,1.6,0.35,113,1
13.2,0.98836,28,1.4,0.31,107,1
11.2,0.99138,24,2.6,0.25,132,1
10.2,0.99751,46,14.8,0.36,173,0
12.8,0.98867,30,2.4,0.31,83,1
10.1,0.99249,16,0.9,0.31,109,0
10.1,0.99249,16,0.9,0.31,109,0
10.3,0.99239,38,1.2,0.22,95,0
9.9,0.99512,30,9.9,0.14,91,1
11.5,0.99098,17,3.9,0.22,106,0
9,0.99872,27,15.6,0.32,173,0
9,0.99872,27,15.6,0.32,173,0
12.1,0.98894,25,1.5,0.28,101,1
13.3,0.988245,28,1.6,0.3,106,1
11.5,0.99326,43,7.8,0.22,116,1
11,0.99328,28,5.6,0.31,67,0
10.7,0.99222,26,1.3,0.27,84,1
9.4,0.99898,50,16.7,0.46,184,0
10.3,0.99486,16,7.95,0.23,108,1
9.3,0.99528,51.5,6.7,0.36,151,0
12,0.99062,41,1.1,0.18,92,1
11,0.99282,47,6.3,0.27,159,1
9.3,0.996,36,8.9,0.4,148,0
10.1,0.99138,32,1,0.345,143,0
11.1,0.99166,26,1.5,0.23,106,1
9.9,0.99408,26,6.6,0.2,113,1
11,0.99281,47,6.2,0.27,161,1
11,0.99282,47,6.3,0.27,159,1
12.5,0.98964,31,2.1,0.3,127,1
12.7,0.98952,41,2.2,0.3,142,1
9.3,0.99469,26,5.4,0.14,105,0
9.3,0.996,36,8.9,0.4,148,0
10.1,0.99138,32,1,0.345,143,0
8.8,0.9991,36,17.9,0.33,161,0
11.2,0.99047,34,2.6,0.16,90,1
10.8,0.99178,45,1.3,0.22,122,1
8.8,0.9991,36,17.9,0.33,161,0
11.2,0.99047,34,2.6,0.16,90,1
10.3,0.99207,22,2.3,0.24,145,0
12,0.99152,15,4.3,0.31,87,0
9.5,0.99438,36,7.1,0.185,110,1
9.5,0.99438,36,7.1,0.185,110,1
9.8,0.99622,54,11.9,0.43,159,1
9,0.99773,55,11.7,0.39,170,0
13,0.99088,40,5.8,0.58,118,1
11.8,0.99108,13,3.8,0.34,116,1
8.8,0.99803,61,12.4,0.35,176.5,0
11.2,0.99304,18,6.5,0.38,102,0
9.5,0.99438,36,7.1,0.185,110,1
9.4,0.99548,35,7.6,0.27,200,0
9.5,0.99551,35,7.9,0.29,192,1
10.4,0.99152,33,2.8,0.17,125,1
9.8,0.99572,42,10.6,0.18,143,1
10.4,0.99152,33,2.8,0.17,125,1
10.3,0.99244,16,1.5,0.37,98,1
9.4,0.99548,35,7.6,0.27,200,0
9.5,0.99551,35,7.9,0.29,192,1
11.9,0.9903,61,1.7,0.24,134,1
12.8,0.99162,35,7.6,0.32,124,1
13,0.99116,18,7.5,0.27,117,1
10.4,0.9922,41,1.7,0.29,192,1
10.4,0.99223,41,1.7,0.29,193,1
10.7,0.99481,54,12.1,0.22,135,0
10.7,0.9928,81,4.5,0.22,157,1
11.9,0.9903,61,1.7,0.24,134,1
10.4,0.99429,31,8,0.23,101,1
12.8,0.99162,35,7.6,0.32,124,1
9.9,0.99454,45,8.6,0.11,104,1
9.9,0.99454,45,8.6,0.11,104,1
9.4,0.99863,73,14.6,0.23,223,1
11.4,0.991,46,1.6,0.2,129,1
9.9,0.99454,45,8.6,0.11,104,1
9.4,0.99863,73,14.6,0.23,223,1
9.2,0.99317,36,1.1,0.2,104,0
10.5,0.99173,26,3.7,0.19,76,1
11,0.99455,32,8.9,0.28,111,1
11,0.99455,32,8.9,0.28,111,1
12.1,0.99186,3,4.7,0.37,127,0
11,0.99455,32,8.9,0.28,111,1
12.8,0.98944,37,3.1,0.26,144,1
10.5,0.9942,25,5.8,0.24,120,1
10.5,0.9942,25,5.8,0.24,120,1
10.5,0.9942,25,5.8,0.24,120,1
9.5,0.99238,21,1,0.25,122,0
9.2,0.99782,25,15.8,0.25,94,1
11.1,0.99111,40,1.5,0.14,117,1
12.3,0.99067,33,5.2,0.38,112,1
11.1,0.99111,40,1.5,0.14,117,1
12.6,0.98878,10,2.5,0.15,51,1
9.5,0.99238,21,1,0.25,122,0
9.2,0.99782,25,15.8,0.25,94,1
10.8,0.9938,40,5.9,0.22,152,1
11.3,0.99143,39,3.1,0.21,122,1
12.8,0.98944,37,3.1,0.26,144,1
10.5,0.9942,25,5.8,0.24,120,1
9.8,0.99588,56,11.5,0.46,171,1
8.5,1.00038,56,18,0.18,183,1
9.3,0.99424,6,4.8,0.32,97,0
9.2,0.99626,45,8.5,0.4,151,0
11.4,0.99076,32,1.6,0.23,115,1
8.5,1.00038,56,18,0.18,183,1
9.3,0.99424,6,4.8,0.32,97,0
8.4,0.99536,6,5.9,0.37,91,0
9.2,0.99318,35,1.1,0.23,100,0
9.2,0.99626,45,8.5,0.4,151,0
10.4,0.99726,52,13.1,0.19,151,1
11.6,0.99126,50,4.1,0.28,147,1
12.4,0.98998,37,2.9,0.32,94,1
10.4,0.99726,52,13.1,0.19,151,1
9.3,0.99304,22,1.1,0.26,176,0
12.2,0.9892,37,1.5,0.25,81,1
11,0.99296,33,7.75,0.28,139,1
11.4,0.99047,30,1.15,0.19,105,0
9.5,0.9924,15,1,0.29,120,0
9.2,0.9989,16,17.8,0.27,116,0
11.1,0.99338,23,5.7,0.26,125,1
9.2,0.9989,16,17.8,0.27,116,0
11,0.99404,53,7.4,0.2,172,1
9.9,0.99287,40,1.4,0.33,177,0
9.9,0.99286,43,1.4,0.34,176,0
9.5,0.9924,15,1,0.29,120,0
12.4,0.99058,8,4.4,1.1,109,0
9.4,0.9934,48,1.6,0.24,185,0
9.3,0.99545,45,7.9,0.24,149,0
8.7,0.9984,25,15.5,0.16,135,1
8.7,0.9984,25,15.5,0.16,135,1
8.7,0.9984,25,15.5,0.16,135,1
8.7,0.9984,25,15.5,0.16,135,1
9,0.99971,33,17.55,0.17,154,1
10.7,0.99546,49,13.5,0.19,118,1
10.7,0.99546,49,13.5,0.19,118,1
11.3,0.99058,32,1.3,0.16,98,1
8.7,0.9984,25,15.5,0.16,135,1
11.7,0.99314,22,11.6,0.3,97,1
9.3,0.99545,45,7.9,0.24,149,0
8.7,0.9984,25,15.5,0.16,135,1
9,0.99971,33,17.55,0.17,154,1
11.7,0.99314,22,11.6,0.3,97,1
10.7,0.99565,25,13.15,0.43,131,0
11.4,0.99056,38,1.9,0.17,110,1
10.7,0.99546,49,13.5,0.19,118,1
11.3,0.99058,32,1.3,0.16,98,1
10,0.99362,20,6.1,0.41,70,0
10,0.99362,20,6.1,0.41,70,0
11.2,0.99196,27,1.9,0.36,119,1
9.7,0.99255,44,1.9,0.17,130,0
12.5,0.99027,23,1.6,0.28,85,0
12.9,0.99302,32,11.3,0.5,110,1
11.8,0.99257,60,8.4,0.44,160,1
10.6,0.99506,22,8.3,0.38,166,0
11.8,0.99257,60,8.4,0.44,160,1
10.7,0.9952,54,12.2,0.24,133,1
9.9,0.99498,41,8,0.28,162,0
12,0.9903,23,1.3,0.26,76,1
10.4,0.99706,70.5,12.7,0.16,163,1
8.5,0.99398,11,1.3,0.36,107,0
9.9,0.99588,15,10.5,0.35,82,0
9.4,0.99691,52.5,12.5,0.25,120,1
10.4,0.99608,33,9.6,0.37,134,0
11,0.99142,21,1.5,0.25,108,1
11,0.99138,21,1.5,0.23,110,1
10.4,0.99432,27,7.8,0.265,91,1
9.8,0.99592,58,10.8,0.25,116,1
9.4,0.99691,52.5,12.5,0.25,106,1
10.6,0.99432,37,8.6,0.23,142,1
10.1,0.99266,32,1.2,0.3,185,0
11.5,0.99456,20,14.5,0.33,96,1
11.4,0.9915,14,3.7,0.26,73,1
9.2,0.99322,30,1.1,0.2,93,1
9.7,0.9927,33,1.1,0.21,101,1
11.3,0.99173,16,3.8,0.25,79,1
9.6,0.99412,36,4.6,0.27,127,1
8.9,0.99666,44,10.2,0.24,179,1
10,0.99425,21,7.9,0.14,82,1
9.2,0.99314,19,2.4,0.5,112,1
9,0.99672,20,10.7,0.41,103,1
12.8,0.99024,29,4.9,0.25,98,1
9,0.99672,20,10.7,0.41,103,1
9.5,0.99366,13,1.1,0.25,136,0
10,0.99425,21,7.9,0.14,82,1
11,0.99299,30,5.6,0.21,140,0
9.2,0.99314,19,2.4,0.5,112,1
10.6,0.99528,24,14.2,0.29,99,1
10,0.99568,54,9.5,0.37,166,0
10,0.99568,54,9.5,0.37,166,0
11.7,0.99062,22,4.1,0.31,86,1
12.5,0.99058,17,4.7,0.45,80,1
11.1,0.99059,36,1.4,0.3,122,1
9.7,0.99119,46,0.9,0.23,141,0
12.3,0.99727,45,20.3,0.3,150,1
12.2,0.99021,43,3.5,0.28,105,1
11.3,0.99238,46,2.7,0.255,153,1
11.6,0.99164,23,1.2,0.4,193,0
11.3,0.99006,18,1.2,0.21,75,1
11.1,0.99078,30,2,0.2,95,1
11.2,0.99036,32,1.1,0.17,92,1
11.3,0.99123,35,1.5,0.21,107,1
12,0.98978,29,1.2,0.26,94,1
8.8,0.99908,33,18.1,0.35,158,1
8.8,0.99908,33,18.1,0.35,158,1
12,0.99022,19,3.6,0.43,143,1
12,0.99024,22,3.5,0.4,147,1
9,0.9973,48,12.1,0.28,122,0
9.3,0.99853,42,17.45,0.23,151,1
8.7,0.99769,33,12.1,0.34,171,1
12.8,0.98954,13,3,0.44,75,1
11.5,0.98974,23,1.6,0.13,72,1
10,0.99382,44,5.7,0.17,147,0
10,0.99383,45,5.6,0.18,147,0
10.3,0.99538,51,6.8,0.31,215,0
10.4,0.99734,62,15.6,0.33,227,0
13.4,0.98981,18,6,0.34,68,1
11.2,0.99095,18,1.8,0.29,130,1
9.1,0.9964,47,8.6,0.31,206,0
9.1,0.9964,47,8.6,0.31,206,0
10.8,0.99411,24,11.5,0.25,120,1
12.5,0.9915,26,7.8,0.27,89,1
11.3,0.99234,27,2.4,0.26,132,0
12.8,0.99016,20,5,0.65,128,1
9.1,0.9964,47,8.6,0.31,206,0
12.7,0.98949,8,1.5,0.23,72,1
11,0.99287,53,5.4,0.18,143,1
10.4,0.99544,51,11.9,0.28,149,1
10.4,0.99544,51,11.9,0.28,149,1
10.7,0.9941,43,9,0.27,136,1
10.9,0.994,56,10,0.25,131,1
10.4,0.99544,51,11.9,0.28,149,1
10.4,0.99546,54,11.9,0.26,160,1
9.7,0.99737,56,15.5,0.13,115.5,1
11,0.99287,53,5.4,0.18,143,1
9.6,0.99767,8,15,0.2,120,1
13.9,0.98711,40,1.4,0.24,76,1
9.4,0.99714,6,9.4,0.48,194,0
12.5,0.99134,29,3.7,0.26,193,1
9.6,0.99767,8,15,0.2,120,1
9.5,0.9927,50,1.4,0.3,187,0
9.6,0.9948,61,6.5,0.32,186,0
9.5,0.9927,50,1.4,0.3,187,0
9.6,0.99481,63,6.3,0.34,186,0
8.7,0.99825,33,13.7,0.16,168,1
8.7,0.99825,33,13.7,0.16,168,1
8.7,0.99825,33,13.7,0.16,168,1
8.7,0.99825,33,13.7,0.16,168,1
8.7,0.99825,33,13.7,0.16,168,1
8.7,0.99825,33,13.7,0.16,168,1
10.4,0.99192,12,1.5,0.26,120,0
10.7,0.99184,13,1.6,0.31,119,0
12,0.99019,23,1.4,0.22,83,1
12.1,0.98998,35,3.5,0.23,158,1
13.1,0.98886,39,1,0.17,118,1
12.4,0.98998,30,1.4,0.19,104,1
12.6,0.98949,45,1.5,0.21,123,1
8.7,0.99825,33,13.7,0.16,168,1
12,0.99009,31,1.6,0.22,101,0
11.6,0.99252,14,5.2,0.34,169,1
9.3,0.99288,36,1.4,0.34,99,0
9.3,0.99659,65,11.9,0.24,179,1
11.1,0.99133,25,2.4,0.35,157,1
10.2,0.99324,68,3.2,0.24,161,1
10.6,0.99164,35,1.7,0.25,113,1
11.3,0.99107,49,4.2,0.19,133,1
9.4,0.9986,81,15.4,0.24,198,0
9.3,0.99708,31,13,0.31,123,1
11.1,0.99163,15,5.6,0.25,68,1
9.9,0.99605,15,9.7,0.38,170,1
11.8,0.99065,29,2.5,0.3,82,1
12.6,0.9903,24,4,0.33,81,1
9.4,0.9986,81,15.4,0.24,198,0
10.5,0.99236,23,1.2,0.27,72,0
12.3,0.98948,40,2,0.24,108,1
11.3,0.99045,25,1.2,0.33,119,1
9.6,0.9939,21,5.1,0.21,105,0
12,0.98985,14,1.4,0.22,63,1
11.2,0.99138,36,1.2,0.27,140,0
10.2,0.99348,28,6.5,0.2,100,1
12.4,0.99066,26,1.3,0.27,100,1
10.2,0.99348,28,6.5,0.2,100,1
13.4,0.98862,24,2.7,0.45,87,1
12.6,0.98865,25,1.3,0.22,68,1
9.8,0.99472,34,7.4,0.3,149,0
9.1,0.99792,63,12.9,0.36,139,0
12.4,0.99066,26,1.3,0.27,100,1
12.5,0.99035,28,1.2,0.24,101,1
11.7,0.99086,25,2.6,0.41,85,1
12.9,0.99013,37,2.3,0.24,113,1
10.1,0.99266,27,1.3,0.3,183,0
10.3,0.99517,33,10.5,0.26,139,1
11.7,0.99086,25,2.6,0.41,85,1
10.3,0.99666,29,14.4,0.32,144,1
10.8,0.991,42,1.2,0.25,107,1
11.2,0.99068,19,3.1,0.23,89,1
11.8,0.99084,26,1.7,0.23,102,1
9.8,0.9939,26,6,0.17,134,1
10,0.99624,32,11.8,0.38,193,1
8.8,0.99602,13,6.2,0.31,164,0
10.1,0.9926,5,1.4,0.38,69,0
9.5,0.99718,68,12.1,0.44,210,0
9.5,0.99718,68,12.1,0.44,210,0
9.5,0.99718,68,12.1,0.44,210,0
9.2,0.99344,27,3.9,0.38,113,0
12.2,0.99184,31,4.6,0.33,180,1
9.5,0.99718,68,12.1,0.44,210,0
11.3,0.99033,29,1.2,0.19,92,1
12.1,0.99248,44,8.1,0.28,129,1
9.2,0.99344,27,3.9,0.38,113,0
11.2,0.99076,6,1.1,0.43,51,0
12.5,0.99092,26,6.5,0.22,87,1
10.6,0.99486,38,10.1,0.345,187,0
10.4,0.99464,66,10.7,0.255,171,1
10.1,0.99235,16,3.2,0.2,93,1
9.9,0.99612,33,12.4,0.29,201,1
11,0.99202,11,5.2,0.26,133,1
10,0.99261,10,5,0.22,122,1
12.7,0.98964,29,2.5,0.35,89,1
12.1,0.99206,10,9.2,0.39,92,1
10.4,0.9938,23,6.9,0.23,118,1
10.4,0.99204,23,2,0.22,120,1
9.2,0.99736,21,15,0.29,116,0
9.2,0.99736,21,15,0.29,116,0
10.5,0.99192,27,1.2,0.23,80,0
9.2,0.99736,21,15,0.29,116,0
11.9,0.99002,38,1.8,0.28,90,1
10.1,0.996,47,10.8,0.26,130,1
11.1,0.99237,62,3.9,0.27,140,1
10.8,0.99214,69,4.2,0.22,144,1
11.8,0.99041,23.5,2,0.26,72,1
9.2,0.9982,44,13.5,0.36,116,0
9.2,0.99822,42,13.3,0.35,116,0
12.3,0.9893,21,2.2,0.18,95,1
10.1,0.99274,26,1.4,0.36,124,1
11.4,0.99105,26,1.6,0.14,114,1
10.4,0.99209,39,2.2,0.23,161,1
9.8,0.99676,44,14.8,0.11,95,1
9.9,0.99251,29,1.8,0.24,91,1
9.8,0.99676,44,14.8,0.11,95,1
11.2,0.99082,11,1.3,0.47,74,0
10.9,0.99567,25,9.9,0.29,115,0
9.2,0.99416,16,5.1,0.33,119,0
9.2,0.99416,16,5.1,0.33,119,0
12,0.9887,39,1.5,0.32,121,0
12.1,0.98871,37,1.5,0.3,121,1
12.4,0.99248,20,11.1,0.31,114,1
11.2,0.99184,44,5.25,0.36,145,1
12.7,0.98952,19,2.3,0.31,120,1
12.2,0.99267,23,7.9,0.52,169,1
12.2,0.99269,19,8,0.55,164,1
12.2,0.98912,44,1.4,0.2,99,1
11.2,0.99184,44,5.25,0.36,145,1
12.7,0.98952,19,2.3,0.31,120,1
12.7,0.9895,20,2.3,0.29,117,1
12.1,0.98999,27,3.5,0.22,146,1
9.4,0.9981,44,13.7,0.46,192,0
10.1,0.995,64,9.9,0.21,174,1
9.4,0.99848,57,15.4,0.42,201,0
8.9,0.99862,41,16,0.22,113,1
8.9,0.99862,41,16,0.22,113,1
8.9,0.99862,41,16,0.22,113,1
8.9,0.99862,41,16,0.22,113,1
13,0.98886,27,2.4,0.31,117,1
10.3,0.99474,37,5.5,0.22,183,0
10.1,0.99126,5,2.3,0.18,47,0
10.5,0.99691,48,16.8,0.24,129,1
8.9,0.99862,41,16,0.22,113,1
10.1,0.99773,23,17.8,0.26,124,0
10.1,0.99773,23,17.8,0.26,124,0
11,0.9928,22,6.8,0.2,93,1
11,0.9928,22,6.8,0.2,93,1
11,0.9928,22,6.8,0.2,93,1
11,0.9928,22,6.8,0.2,93,1
10,0.99288,28,1.6,0.28,117,0
10.5,0.99202,25,4.7,0.2,76,1
9.7,0.99606,28,11.8,0.26,112,1
10.1,0.99773,23,17.8,0.26,124,0
9.4,0.99922,68,15.7,0.21,183,0
11.2,0.99296,20,5.8,0.22,119,1
9.4,0.99922,68,15.7,0.21,183,0
10.8,0.99468,22,9,0.22,121,0
9.4,0.99922,68,15.7,0.21,183,0
11.2,0.99296,20,5.8,0.22,119,1
11,0.99388,31,8.8,0.2,103,1
12.4,0.99315,13,10.2,0.26,111,1
9.4,0.99478,60,6.6,0.28,154,1
9.4,0.99478,62,6.5,0.29,156,0
9.5,0.99692,22,8.9,0.34,155,0
10,0.99616,25,11.1,0.39,204,1
12.5,0.9902,33,4.2,0.26,114,1
10.9,0.9921,24,1.6,0.24,115,1
10.5,0.99462,21,7.4,0.25,113,1
10.8,0.99476,51,11.5,0.24,133,1
11,0.99178,36,1.6,0.22,116,1
11.8,0.99081,16,2,0.26,87,1
12.6,0.99198,16,4.8,0.34,121,1
10.2,0.99545,59,9.8,0.225,140,1
12,0.98997,33,1.9,0.23,103,0
12.5,0.9902,33,4.2,0.26,114,1
11.5,0.99089,19,1.6,0.27,86,1
11.94,0.99172,23,7.3,0.41,117,1
12.8933333333333,0.9901,33,5.4,0.41,115,1
9.4,0.99681,17,10.4,0.585,94,0
12.2,0.9893,58,1.9,0.34,138,1
11.94,0.99172,23,7.3,0.41,117,1
12.8933333333333,0.9901,33,5.4,0.41,115,1
9.5,0.99527,45,7.7,0.26,191,0
10.6,0.99445,27,11.5,0.28,150,1
10.5,0.99198,47,1.2,0.16,121,1
11.4666666666667,0.99085,36,2.2,0.27,129,1
11.4,0.99033,45,1,0.2,100,1
9.5,0.99538,47,8.2,0.24,182,0
9.2,0.99627,44,8.3,0.38,168,0
9.5,0.99538,47,8.2,0.24,182,0
10.98,0.99433,28,9.3,0.42,145,0
9.4,0.9954,47,8.1,0.23,181,0
9.5,0.99538,47,8.2,0.24,182,0
9.2,0.99627,44,8.3,0.38,168,0
8.8,0.99807,45,13.9,0.19,155,1
8.8,0.99807,45,13.9,0.19,155,1
8.8,0.99807,45,13.9,0.19,155,1
8.8,0.99807,45,13.9,0.19,155,1
8.8,0.99807,45,13.9,0.19,155,1
8.8,0.99807,45,13.9,0.19,155,1
